date,btc,eth,xrp,xlm,ltc,usdt,xmr,etc,dash,neo,nem,zec,lsk,dcr,bts,doge
2017-07-27,2671.78,204.32,0.173457,0.018322,42.14,0.997275,45.24,14.66,194.09,7.72,0.170475,185.9,1.96,25.17,0.139318,0.0018559999999999998
2017-07-26,2529.45,203.95,0.173822,0.018878,42.23,0.9969549999999999,45.8,14.77,194.37,7.17,0.15646300000000002,190.08,1.96,25.82,0.135242,0.0018100000000000002
2017-07-25,2576.48,206.71,0.17810399999999998,0.018550999999999998,42.24,0.9998020000000001,40.68,14.92,195.52,7.35,0.15820599999999999,184.19,2.04,25.9,0.134935,0.001773
2017-07-24,2754.86,224.71,0.192002,0.022605,44.41,0.9939969999999999,45.58,15.88,204.02,8.46,0.16964400000000002,206.82,2.22,28.41,0.170034,0.00198
2017-07-23,2730.4,225.95,0.19505799999999998,0.021769,44.06,0.997761,42.67,15.78,191.03,8.57,0.16613599999999998,214.42,2.11,28.48,0.17123,0.001972
2017-07-22,2810.12,229.48,0.19332,0.022877,46.56,0.9932,44.71,16.51,195.31,8.62,0.176768,216.1,2.28,30.02,0.184828,0.002095
2017-07-21,2667.76,218.3,0.182608,0.019201,45.76,0.997202,40.34,16.14,185.86,7.42,0.143792,201.8,1.89,26.87,0.146249,0.001936
2017-07-20,2817.6,227.26,0.18829500000000002,0.018859,45.02,0.986866,40.3,16.06,188.59,7.21,0.152087,206.94,1.95,26.85,0.137125,0.001935
2017-07-19,2273.43,199.7,0.168388,0.017256,40.86,1.0,35.06,14.83,155.65,5.88,0.126825,181.99,1.64,23.3,0.110864,0.001689
2017-07-18,2318.88,234.39,0.188718,0.018666,44.3,0.998216,36.38,16.4,158.07,6.02,0.132327,199.32,1.79,24.72,0.125388,0.001864
2017-07-17,2228.41,193.42,0.17788900000000002,0.018614,42.67,0.9968879999999999,34.83,15.5,153.85,5.77,0.133729,182.51,1.76,24.42,0.10693299999999999,0.0015199999999999999
2017-07-16,1929.82,157.36,0.148056,0.015653999999999998,40.91,0.9991610000000001,29.43,14.18,132.64,5.04,0.097294,165.98,1.4,19.13,0.094878,0.001307
2017-07-15,1998.86,170.65,0.17058900000000002,0.017618,38.92,1.0,32.09,14.77,140.14,5.03,0.111478,160.07,1.4,20.21,0.10263,0.001484
2017-07-14,2233.34,199.66,0.190769,0.016321000000000002,42.8,1.0,35.48,17.55,161.08,5.54,0.117498,177.45,1.56,22.55,0.121278,0.0016809999999999998
2017-07-13,2357.9,209.73,0.200809,0.017351,46.33,1.0,38.23,18.36,171.24,6.29,0.12295299999999999,191.15,1.77,25.67,0.131762,0.001823
2017-07-12,2398.84,230.77,0.205354,0.017907,48.75,0.9974559999999999,40.39,19.94,179.89,6.63,0.13384100000000002,211.24,1.76,28.19,0.145868,0.0019379999999999998
2017-07-11,2337.79,197.4,0.18501900000000002,0.014518000000000001,45.33,1.01,37.14,14.72,165.73,5.4,0.11930299999999999,178.37,1.45,25.44,0.123521,0.001779
2017-07-10,2372.56,215.36,0.203165,0.015137000000000001,46.58,1.01,40.01,15.48,174.4,6.03,0.132048,198.73,1.63,24.58,0.141495,0.001952
2017-07-09,2518.44,242.14,0.23341599999999998,0.019499000000000002,49.58,1.01,44.85,16.26,195.64,6.9,0.15299300000000002,241.43,2.07,33.11,0.1698,0.00233
2017-07-08,2571.34,251.7,0.236134,0.021597,52.14,0.999725,46.1,16.99,209.2,7.45,0.158505,248.86,2.22,36.88,0.191866,0.00244
2017-07-07,2518.66,245.99,0.23948000000000003,0.020415,46.58,1.01,44.25,16.75,196.46,6.77,0.156905,248.73,2.28,29.89,0.18854200000000002,0.002397
2017-07-06,2608.56,270.55,0.254641,0.025418,51.13,1.0,50.12,17.91,213.17,7.84,0.16930699999999999,287.81,2.52,35.16,0.217133,0.002636
2017-07-05,2601.99,268.77,0.256523,0.025441,53.19,0.99646,45.72,17.77,209.48,8.03,0.174562,283.01,2.48,37.33,0.230054,0.0027140000000000003
2017-07-04,2601.64,273.3,0.254709,0.02575,55.33,0.998828,45.47,18.05,183.06,7.78,0.18835,282.21,2.53,36.26,0.237508,0.002518
2017-07-03,2564.06,282.9,0.259959,0.026266,46.43,1.0,43.63,17.85,180.79,8.22,0.176653,291.56,2.47,31.86,0.24813600000000002,0.0025329999999999997
2017-07-02,2506.47,287.99,0.259449,0.025706,41.57,1.02,42.79,17.91,173.49,8.1,0.15931099999999998,301.88,2.57,29.8,0.21429099999999998,0.0024809999999999997
2017-07-01,2434.55,274.6,0.254744,0.024465999999999998,38.99,1.02,40.96,17.81,165.71,7.95,0.145722,290.37,2.3,29.21,0.22789099999999998,0.0026449999999999998
2017-06-30,2480.84,294.92,0.26293,0.026987999999999998,40.35,1.01,43.73,18.92,181.77,8.73,0.159532,307.12,2.53,32.26,0.248337,0.002602
2017-06-29,2539.32,302.88,0.265421,0.029039,41.07,1.02,45.02,18.66,177.17,9.77,0.163684,324.38,2.71,34.2,0.256396,0.002656
2017-06-28,2574.79,327.93,0.280455,0.031998,42.85,1.01,47.32,19.65,184.13,8.38,0.170694,342.61,2.92,36.09,0.27769499999999997,0.002793
2017-06-27,2552.45,293.09,0.276306,0.029113,40.54,1.01,43.57,19.14,176.02,6.83,0.163454,328.65,2.74,36.26,0.245319,0.002623
2017-06-26,2478.45,272.69,0.27728800000000003,0.030218000000000002,41.13,1.01,43.49,19.58,162.89,5.53,0.162366,304.65,2.8,35.26,0.262872,0.00275
2017-06-25,2589.41,303.25,0.298423,0.033373,43.92,1.01,45.89,21.42,172.88,5.95,0.177182,330.04,3.04,38.81,0.299584,0.002961
2017-06-24,2608.72,323.7,0.31111,0.03821,44.49,1.02,48.03,20.19,182.62,6.3,0.18616,362.57,3.26,43.29,0.314287,0.003135
2017-06-23,2744.91,341.74,0.31997800000000004,0.041397,47.34,1.01,51.41,21.34,189.26,6.84,0.197522,385.84,3.36,45.55,0.330783,0.003143
2017-06-22,2705.41,336.37,0.297848,0.03872,47.71,0.972902,47.28,20.79,177.06,6.94,0.182819,378.56,3.14,43.12,0.30794299999999997,0.003104
2017-06-21,2689.1,336.87,0.29636599999999996,0.038124,47.79,0.981361,46.59,20.7,178.81,10.15,0.19131199999999998,378.22,3.12,37.04,0.31938099999999997,0.003125
2017-06-20,2721.79,359.01,0.324427,0.039366000000000005,47.22,0.9752719999999999,48.08,21.68,187.91,8.0,0.19934300000000002,401.2,3.28,35.71,0.334546,0.003218
2017-06-19,2589.6,370.06,0.296068,0.040251999999999996,50.32,0.9864059999999999,49.09,22.95,201.26,11.72,0.195966,391.89,3.16,40.05,0.325901,0.003141
2017-06-18,2548.29,371.46,0.2846,0.038332,46.04,1.0,49.6,22.07,193.53,5.26,0.198033,376.83,3.13,41.95,0.325842,0.00323
2017-06-17,2655.88,379.41,0.268351,0.039251,47.65,0.988584,50.46,23.27,178.13,3.76,0.20441800000000002,384.86,3.08,31.83,0.34072399999999997,0.003322
2017-06-16,2518.56,370.23,0.26206799999999997,0.037536,35.7,1.02,48.11,18.4,166.25,2.77,0.192579,387.43,3.11,32.57,0.317811,0.003163
2017-06-15,2464.58,361.93,0.259266,0.037439,30.22,1.02,46.02,18.36,163.35,1.78,0.19484300000000002,387.34,3.09,30.18,0.337111,0.003043
2017-06-14,2506.37,359.05,0.278447,0.039827999999999995,30.22,1.03,46.3,18.84,163.21,1.74,0.20150099999999999,387.49,3.35,31.22,0.33056399999999997,0.003092
2017-06-13,2717.02,397.54,0.26615300000000003,0.04186,30.64,1.01,51.8,20.74,183.97,1.81,0.21086300000000002,368.28,3.66,36.87,0.36540900000000004,0.0033130000000000004
2017-06-12,2659.63,401.49,0.25396399999999997,0.039988,29.5,1.02,50.04,20.33,170.78,1.51,0.202731,311.49,3.29,33.73,0.375152,0.0032530000000000002
2017-06-11,2958.11,340.61,0.27275900000000003,0.045915,33.22,1.01,58.7,21.57,188.27,1.67,0.21801700000000002,331.1,3.91,41.05,0.392043,0.0036009999999999996
2017-06-10,2947.71,337.67,0.260874,0.042866,30.44,1.02,52.28,19.66,152.0,1.68,0.202606,328.66,3.58,41.08,0.351983,0.0033130000000000004
2017-06-09,2823.81,281.74,0.286019,0.047356,29.68,1.0,55.62,17.45,148.93,1.55,0.215685,281.13,3.81,42.12,0.26826500000000003,0.003453
2017-06-08,2805.62,261.67,0.28967800000000005,0.05042,30.21,1.0,56.19,17.54,145.03,1.36,0.219575,272.24,3.12,34.66,0.177156,0.003575
2017-06-07,2732.16,258.07,0.279783,0.047098,28.39,1.01,52.54,17.51,140.36,1.28,0.209825,262.79,2.26,32.62,0.105324,0.0033020000000000002
2017-06-06,2863.2,264.47,0.284548,0.045406999999999996,30.55,1.0,55.57,17.49,145.19,1.34,0.233988,259.36,2.09,34.58,0.115772,0.0037409999999999995
2017-06-05,2686.81,248.46,0.294003,0.041507,30.84,1.02,48.26,17.31,144.92,1.28,0.236163,253.03,1.82,35.05,0.10934,0.0038729999999999997
2017-06-04,2511.81,245.33,0.299413,0.039989,27.94,1.01,42.9,17.48,143.35,1.26,0.21556199999999998,239.52,1.41,32.1,0.108851,0.003179
2017-06-03,2515.35,224.38,0.29458,0.039294,27.66,1.02,42.37,16.26,144.29,1.26,0.215075,230.0,1.35,35.21,0.097184,0.003251
2017-06-02,2488.55,223.77,0.303448,0.040226,28.94,1.02,44.0,17.38,145.29,1.35,0.22784400000000002,241.68,1.38,30.7,0.090561,0.003026
2017-06-01,2407.88,222.24,0.33365700000000004,0.043069,28.8,1.03,43.7,16.83,136.08,1.24,0.230595,249.27,1.36,24.95,0.077113,0.002867
2017-05-31,2286.41,230.67,0.24659,0.034273000000000005,25.3,1.04,41.83,17.68,135.97,1.03,0.20206500000000002,235.67,1.2,21.8,0.065332,0.002657
2017-05-30,2175.47,231.91,0.20532399999999998,0.031009,24.14,1.01,39.79,18.54,121.13,1.02,0.186042,232.93,1.1,20.3,0.06425499999999999,0.002623
2017-05-29,2255.61,194.91,0.23206999999999997,0.037044,25.21,1.02,41.21,17.1,117.26,0.966765,0.208717,205.57,1.04,20.83,0.065819,0.002732
2017-05-28,2155.8,170.51,0.229554,0.035364,24.22,1.04,36.84,16.13,108.14,0.930106,0.20812600000000003,196.32,1.05,20.04,0.062077999999999994,0.002579
2017-05-27,2038.87,157.76,0.212549,0.033024,23.74,1.02,33.41,16.26,99.2,0.982348,0.19884000000000002,190.82,1.02,18.9,0.060441999999999996,0.002541
2017-05-26,2202.42,160.4,0.271808,0.041065,23.75,1.04,38.71,14.26,112.94,0.826549,0.182618,197.88,1.08,21.4,0.059636,0.002424
2017-05-25,2304.98,174.45,0.246065,0.040021,29.9,1.04,40.12,16.35,119.63,1.11,0.206736,224.46,1.14,21.92,0.079459,0.002994
2017-05-24,2443.64,190.05,0.29589,0.051364,34.45,1.02,45.38,18.87,144.63,1.76,0.261565,238.6,1.58,24.37,0.093079,0.0036590000000000004
2017-05-23,2320.42,181.95,0.323368,0.0555,32.11,1.01,55.62,11.94,138.07,0.877157,0.2651,239.49,0.98705,22.31,0.094623,0.0035619999999999996
2017-05-22,2173.4,174.26,0.317954,0.051003,25.38,1.01,36.17,9.9,120.73,0.720486,0.259399,203.19,0.836191,20.05,0.086625,0.0034049999999999996
2017-05-21,2041.2,157.94,0.336201,0.060842999999999994,26.3,1.0,34.64,9.4,102.03,0.664141,0.24404099999999998,119.82,0.801484,20.33,0.100298,0.003062
2017-05-20,2084.73,126.52,0.351634,0.053888,27.51,0.993431,35.1,7.41,100.77,0.665485,0.22501500000000002,108.23,0.766393,20.25,0.090412,0.0019
2017-05-19,1987.71,129.53,0.327801,0.049576,27.7,1.0,31.87,7.99,98.98,0.6318600000000001,0.21286300000000002,106.08,0.686646,20.01,0.08076699999999999,0.001518
2017-05-18,1888.65,96.91,0.364869,0.04627,28.36,0.967143,30.33,6.73,89.73,0.539481,0.21493099999999998,94.92,0.615139,21.1,0.060769000000000004,0.001508
2017-05-17,1839.09,89.86,0.39413200000000004,0.048568,25.4,0.9704290000000001,26.93,5.93,83.26,0.531643,0.12035799999999999,92.66,0.563763,21.14,0.048664,0.001318
2017-05-16,1734.45,89.44,0.34986100000000003,0.049368,23.33,0.958591,26.26,6.26,85.59,0.463667,0.1074,90.6,0.512111,15.27,0.04595,0.001059
2017-05-15,1738.43,92.41,0.27071999999999996,0.043552,25.37,0.967298,27.79,6.41,91.49,0.47005699999999995,0.117825,93.57,0.561092,15.55,0.040268,0.0011279999999999999
2017-05-14,1808.91,90.79,0.220223,0.038648,28.89,0.9811059999999999,28.53,6.83,89.8,0.47754300000000005,0.125946,96.7,0.590805,17.16,0.039198000000000004,0.001274
2017-05-13,1804.91,90.84,0.214878,0.037586,28.91,0.973648,28.47,6.14,89.35,0.484544,0.12706199999999998,96.58,0.562754,18.79,0.037301999999999995,0.001184
2017-05-12,1724.24,88.66,0.20606799999999997,0.040706,27.45,0.9760700000000001,28.68,6.34,86.8,0.487684,0.13003599999999998,97.44,0.579403,15.25,0.038853,0.001183
2017-05-11,1848.57,89.88,0.183135,0.036203,30.72,0.983721,29.51,6.48,91.54,0.48107700000000003,0.10990799999999999,95.13,0.5424979999999999,15.34,0.037167,0.001212
2017-05-10,1787.13,89.52,0.186066,0.031376,31.96,0.982,29.84,6.6,91.52,0.503894,0.111377,96.99,0.5569689999999999,16.53,0.0405,0.001239
2017-05-09,1755.36,91.16,0.160074,0.027647,33.58,0.9704870000000001,28.66,6.44,93.3,0.44937,0.11175299999999999,96.09,0.555242,15.47,0.038643000000000004,0.001239
2017-05-08,1723.35,91.42,0.198212,0.03988,28.96,0.96726,30.47,6.66,101.1,0.496572,0.118875,106.62,0.607637,17.23,0.052888,0.001521
2017-05-07,1596.71,94.01,0.141763,0.043983999999999995,30.29,0.96899,32.78,7.12,106.28,0.535792,0.099328,103.83,0.621777,17.05,0.034804,0.0013050000000000002
2017-05-06,1578.8,97.81,0.10179099999999999,0.021343,28.16,0.968619,28.98,7.27,99.76,0.58767,0.073401,108.21,0.64635,17.02,0.032128,0.001169
2017-05-05,1555.45,94.4,0.093551,0.010877,26.27,0.955601,28.45,7.53,99.01,0.576426,0.07292799999999999,103.64,0.598858,15.95,0.024069,0.00084
2017-05-04,1537.67,96.98,0.078914,0.006628,23.39,0.945931,25.99,7.63,92.8,0.500309,0.063401,99.54,0.585068,15.25,0.018133,0.0007440000000000001
2017-05-03,1490.09,79.72,0.060489999999999995,0.005197,21.04,0.933351,25.2,6.67,90.08,0.34378200000000003,0.052955999999999996,91.04,0.547081,14.37,0.015972,0.000678
2017-05-02,1452.82,77.26,0.053908000000000005,0.004834000000000001,15.9,0.932607,23.04,6.58,86.24,0.314833,0.05182899999999999,91.93,0.541816,13.8,0.01489,0.00061
2017-05-01,1421.6,76.3,0.055115,0.005138,15.92,0.9358709999999999,22.77,6.89,88.12,0.318838,0.052052999999999995,90.05,0.5815229999999999,15.16,0.015361000000000001,0.000686
2017-04-30,1347.89,79.02,0.05160700000000001,0.00484,15.71,0.9368540000000001,23.72,6.52,91.55,0.360099,0.050966000000000004,93.2,0.5884659999999999,15.85,0.016456000000000002,0.000746
2017-04-29,1321.79,68.38,0.052868,0.004971,15.74,0.937193,22.76,5.42,94.95,0.271729,0.048039,96.08,0.527866,15.65,0.015441999999999999,0.000734
2017-04-28,1316.48,70.16,0.044475,0.0045509999999999995,14.34,0.934542,22.35,4.84,79.49,0.22925500000000001,0.048639,83.95,0.524252,15.28,0.013963999999999999,0.000678
2017-04-27,1317.73,62.17,0.034816,0.0039700000000000004,14.62,0.924351,21.21,4.95,78.17,0.202092,0.046975,76.82,0.510522,14.55,0.013233000000000002,0.0006320000000000001
2017-04-26,1281.08,52.72,0.032797,0.0038350000000000003,14.85,0.92105,19.37,4.59,71.53,0.184577,0.049937,72.0,0.46681300000000003,16.47,0.013134999999999999,0.000544
2017-04-25,1265.49,49.89,0.032346,0.0038079999999999998,15.21,0.913595,19.65,3.96,72.07,0.183504,0.037436000000000004,69.17,0.39473800000000003,15.21,0.013315,0.0005269999999999999
2017-04-24,1250.15,50.03,0.031383999999999995,0.0038399999999999997,14.97,0.91789,19.56,4.05,72.2,0.173758,0.034198,67.99,0.388797,16.57,0.013838999999999999,0.000515
2017-04-23,1207.21,48.49,0.031278,0.0035060000000000004,13.94,0.921333,19.72,3.54,68.89,0.17496,0.031441000000000004,66.34,0.36394699999999996,16.52,0.012749,0.000522
2017-04-22,1231.71,48.55,0.03177,0.0035060000000000004,13.06,0.9409290000000001,20.12,3.23,71.22,0.183058,0.03197,68.67,0.36583499999999997,14.77,0.012301000000000001,0.00046399999999999995
2017-04-21,1222.05,48.22,0.032779,0.0034659999999999995,11.23,0.9841690000000001,20.29,3.18,70.88,0.178122,0.032971,68.14,0.376862,14.85,0.011812999999999999,0.00045099999999999996
2017-04-20,1229.08,49.67,0.029983999999999997,0.003368,10.33,0.998275,20.24,3.28,71.45,0.184725,0.028482,67.32,0.360879,14.22,0.011227,0.000443
2017-04-19,1210.29,48.31,0.030173000000000002,0.0035740000000000004,9.66,0.9995229999999999,20.39,3.14,72.28,0.189408,0.032498,70.94,0.377722,13.43,0.012479,0.00044800000000000005
2017-04-18,1211.67,50.71,0.033184,0.003706,10.32,0.999616,21.06,2.89,72.83,0.180479,0.028337,71.78,0.34475900000000004,12.13,0.011433,0.000459
2017-04-17,1193.91,48.3,0.033655000000000004,0.0035549999999999996,10.42,0.999288,20.56,2.62,75.64,0.19148900000000002,0.026132,70.24,0.315612,12.03,0.010333,0.000459
2017-04-16,1182.94,48.72,0.033462,0.003737,10.71,0.999458,20.46,2.63,75.34,0.192076,0.024114,71.5,0.32024600000000003,12.18,0.011120999999999999,0.000454
2017-04-15,1172.52,49.1,0.033955,0.003385,10.79,0.9999389999999999,20.71,2.68,75.01,0.192164,0.024322,72.87,0.30493600000000004,12.16,0.010726000000000001,0.00041799999999999997
2017-04-14,1167.54,47.57,0.033779,0.003128,10.39,0.998986,20.59,2.64,70.77,0.192958,0.022076,71.17,0.279992,11.05,0.009370999999999999,0.000426
2017-04-13,1169.28,50.22,0.034383,0.0030600000000000002,10.15,0.9996120000000001,21.48,2.62,72.57,0.191686,0.021136000000000002,64.66,0.287101,10.99,0.008854,0.000425
2017-04-12,1200.37,46.29,0.034336,0.003036,10.79,0.9995620000000001,21.76,2.62,68.0,0.195553,0.020753,62.0,0.267817,11.51,0.008711,0.000414
2017-04-11,1205.01,43.41,0.032951999999999995,0.002782,8.85,0.999843,21.36,2.54,60.53,0.197826,0.019801,61.83,0.262838,11.4,0.008297,0.00039
2017-04-10,1187.13,43.44,0.033598,0.002788,8.92,0.9999309999999999,21.83,2.6,61.31,0.20787399999999998,0.020881,64.82,0.26879200000000003,11.52,0.008456,0.0004
2017-04-09,1187.87,43.27,0.03402,0.002745,8.71,0.9999600000000001,20.68,2.64,64.7,0.188861,0.020015,62.55,0.262574,11.99,0.008262,0.000381
2017-04-08,1175.95,44.31,0.035849,0.00292,9.92,0.9997159999999999,20.83,2.72,67.75,0.190221,0.018438999999999997,63.58,0.27284200000000003,11.18,0.008591,0.00043200000000000004
2017-04-07,1176.9,42.16,0.03632,0.0027670000000000004,9.37,0.999873,19.39,2.73,66.19,0.188531,0.016876,59.8,0.245959,8.86,0.008352,0.000398
2017-04-06,1182.68,43.24,0.032665,0.0028239999999999997,10.25,0.9999389999999999,19.27,2.68,66.53,0.18642999999999998,0.016597,57.9,0.264481,9.69,0.008515,0.00045
2017-04-05,1124.78,45.3,0.035544,0.0031309999999999997,11.09,1.0,19.62,2.76,74.37,0.184719,0.017454,59.08,0.28097300000000003,10.31,0.009294,0.000442
2017-04-04,1133.25,44.64,0.037455,0.003046,8.29,1.0,21.35,2.67,69.07,0.185002,0.018258,62.7,0.2656,10.02,0.009042,0.00043200000000000004
2017-04-03,1143.81,44.36,0.033023000000000004,0.003124,8.07,0.9997520000000001,20.33,2.6,61.76,0.199703,0.02,63.45,0.270321,10.83,0.009262000000000001,0.00042699999999999997
2017-04-02,1102.17,48.75,0.061159000000000005,0.004183,7.74,1.0,20.14,2.64,57.07,0.20548000000000002,0.016086000000000003,63.73,0.271411,11.08,0.010666,0.000489
2017-04-01,1080.5,50.7,0.021892,0.0026309999999999997,6.88,0.9995860000000001,21.5,2.76,68.6,0.205017,0.017632,64.59,0.31423,12.8,0.0068390000000000005,0.000335
2017-03-31,1071.79,50.04,0.020888999999999998,0.002356,6.67,1.0,20.54,2.83,74.91,0.203541,0.014928,70.26,0.309446,12.67,0.0064329999999999995,0.000328
2017-03-30,1026.43,52.21,0.013276,0.002302,6.98,0.999986,20.88,2.83,79.61,0.210556,0.014036000000000002,66.95,0.331256,12.25,0.00626,0.000304
2017-03-29,1039.97,53.13,0.010101,0.001973,4.19,0.9999469999999999,21.14,2.33,84.4,0.21242800000000003,0.014891999999999999,63.36,0.33773400000000003,12.24,0.006193,0.000272
2017-03-28,1047.15,50.77,0.009514,0.002043,4.16,1.0,19.81,2.27,87.89,0.22063200000000002,0.013647,64.69,0.303948,12.81,0.005511,0.000273
2017-03-27,1045.77,49.67,0.009597,0.0018920000000000002,4.08,1.0,19.66,2.13,85.66,0.186426,0.013332,54.54,0.286597,10.79,0.005427,0.000254
2017-03-26,966.72,50.52,0.009545,0.002018,4.06,1.0,19.61,2.31,93.63,0.160384,0.013527,59.93,0.268239,15.19,0.005141,0.000272
2017-03-25,972.78,51.25,0.009115999999999999,0.002016,4.07,0.999916,20.14,2.28,94.33,0.167305,0.012709999999999999,63.4,0.269478,10.02,0.005184,0.000298
2017-03-24,937.52,53.11,0.010518000000000001,0.0021079999999999996,4.08,0.9998959999999999,21.1,2.41,97.27,0.166465,0.013890999999999999,64.59,0.257284,7.3,0.00542,0.000264
2017-03-23,1038.59,43.68,0.010582,0.002251,3.98,1.0,21.82,2.29,101.43,0.16641199999999998,0.015019999999999999,66.61,0.265448,7.81,0.00562,0.000242
2017-03-22,1049.14,42.34,0.007301,0.001983,3.94,1.0,21.42,2.4,101.51,0.17314300000000002,0.016312,69.22,0.285156,5.91,0.005691,0.00024300000000000002
2017-03-21,1120.54,43.15,0.006909,0.002187,4.01,1.0,21.29,2.43,95.38,0.164934,0.0158,66.64,0.303869,5.76,0.005635,0.000246
2017-03-20,1054.23,43.39,0.006975,0.001995,4.03,1.0,22.51,1.95,100.05,0.153898,0.014328,72.47,0.240709,6.14,0.005561,0.000236
2017-03-19,1036.74,44.74,0.006912000000000001,0.001916,3.96,1.0,23.29,1.92,108.23,0.15755999999999998,0.016475,69.89,0.186555,6.38,0.004797,0.00023500000000000002
2017-03-18,973.82,34.16,0.00671,0.001877,3.97,1.0,20.07,1.7,109.24,0.158987,0.011958,64.18,0.174334,6.23,0.004515,0.00021899999999999998
2017-03-17,1100.23,46.83,0.006116,0.001957,4.06,1.0,22.35,1.91,99.14,0.139902,0.011788,48.27,0.16431300000000001,4.83,0.005011,0.000223
2017-03-16,1187.81,46.35,0.0063939999999999995,0.00197,4.24,1.0,22.48,2.13,89.81,0.131867,0.011101999999999999,48.78,0.191859,5.18,0.004424,0.00023500000000000002
2017-03-15,1249.61,35.06,0.006314,0.001953,4.16,1.0,18.98,1.8,95.09,0.128653,0.011238,45.73,0.16717200000000002,5.34,0.005242,0.00024300000000000002
2017-03-14,1240.0,28.65,0.006381,0.001918,4.06,1.0,17.76,1.65,88.24,0.133681,0.011614,45.12,0.146783,4.64,0.004314,0.00023799999999999998
2017-03-13,1231.92,28.59,0.006385,0.0019649999999999997,4.17,1.0,18.13,1.65,74.61,0.136979,0.010914,47.66,0.12857000000000002,5.06,0.004058,0.00024700000000000004
2017-03-12,1221.38,23.44,0.006255,0.001847,3.84,1.0,16.79,1.42,77.08,0.140575,0.009894,40.16,0.11324100000000001,4.62,0.003704,0.000229
2017-03-11,1175.83,21.47,0.0062380000000000005,0.0017879999999999999,3.8,1.0,14.69,1.38,72.93,0.14214200000000002,0.009836,39.72,0.111927,3.27,0.0035789999999999997,0.00021099999999999998
2017-03-10,1116.72,19.33,0.006227,0.0017329999999999997,3.75,0.9999899999999999,13.21,1.3,50.42,0.131476,0.009141,35.35,0.11327899999999999,3.13,0.0035039999999999997,0.000204
2017-03-09,1188.49,17.75,0.006498,0.00179,3.84,0.999906,13.03,1.32,51.06,0.132026,0.009042,36.72,0.11891600000000001,3.09,0.003599,0.00021099999999999998
2017-03-08,1150.0,16.65,0.006509,0.001835,3.78,1.0,12.47,1.29,42.33,0.11624200000000001,0.009314,35.74,0.110449,2.8,0.003675,0.00020800000000000001
2017-03-07,1223.54,18.89,0.006534000000000001,0.0020109999999999998,3.82,1.0,13.53,1.37,45.68,0.122573,0.01097,38.03,0.12034,3.31,0.003679,0.00020899999999999998
2017-03-06,1272.83,19.61,0.006057,0.001876,3.92,1.0,15.41,1.43,46.5,0.12345,0.010823000000000001,40.32,0.12493299999999999,2.29,0.003638,0.00021
2017-03-05,1267.12,19.3,0.006129,0.001738,3.9,1.0,15.18,1.4,42.31,0.12175699999999999,0.011337999999999999,39.44,0.119649,2.08,0.003546,0.000206
2017-03-04,1255.15,18.62,0.006299,0.0017530000000000002,3.88,1.0,13.67,1.43,43.38,0.119901,0.009567,41.64,0.115802,2.15,0.003447,0.000205
2017-03-03,1274.99,19.46,0.006339,0.0017629999999999998,3.92,1.0,13.91,1.44,47.38,0.12244400000000001,0.008887,41.8,0.109048,2.07,0.003592,0.00021099999999999998
2017-03-02,1251.01,19.03,0.005991,0.0017870000000000002,3.92,1.0,13.11,1.36,42.44,0.119301,0.008818000000000001,39.67,0.10943499999999999,2.09,0.003629,0.000205
2017-03-01,1222.5,17.35,0.005408,0.0017239999999999998,3.8,0.9999979999999999,12.33,1.4,42.54,0.135197,0.00785,41.41,0.10478,2.02,0.003472,0.00020299999999999997
2017-02-28,1179.97,15.82,0.005536,0.001843,3.77,0.99997,12.28,1.24,32.51,0.117443,0.007034,37.31,0.112352,2.15,0.0035409999999999994,0.000205
2017-02-27,1179.97,15.4,0.005609,0.0017739999999999998,3.8,1.0,11.96,1.23,28.18,0.11537599999999999,0.0064150000000000006,35.94,0.124146,2.31,0.0037939999999999996,0.00020800000000000001
2017-02-26,1165.2,14.52,0.005671,0.001875,3.83,1.0,11.89,1.25,28.11,0.11498599999999999,0.006447,29.45,0.128532,2.4,0.0038009999999999997,0.00020299999999999997
2017-02-25,1143.84,13.55,0.005665,0.0018809999999999999,3.83,1.0,11.85,1.21,26.76,0.114526,0.00634,29.15,0.13009,2.29,0.003889,0.0002
2017-02-24,1173.68,13.07,0.0057009999999999995,0.0018850000000000002,3.85,0.9999979999999999,11.92,1.21,26.2,0.12118499999999999,0.006571,30.23,0.132936,2.29,0.0039049999999999996,0.00020800000000000001
2017-02-23,1166.72,13.12,0.005895,0.001927,3.84,0.9999969999999999,12.87,1.22,25.22,0.118724,0.006853,29.98,0.133549,2.06,0.0038159999999999995,0.00020800000000000001
2017-02-22,1117.44,12.6,0.00586,0.002008,3.81,0.999967,12.77,1.21,22.12,0.121959,0.0063880000000000004,27.16,0.12959,2.12,0.0037890000000000003,0.000202
2017-02-21,1115.3,12.67,0.005832,0.001997,3.78,0.99976,12.34,1.24,21.25,0.12156099999999999,0.006326,29.9,0.130772,1.74,0.0038439999999999998,0.00020800000000000001
2017-02-20,1079.98,12.43,0.005873,0.002052,3.77,0.9999969999999999,12.22,1.22,21.59,0.121475,0.006559000000000001,30.87,0.124859,1.88,0.004012,0.000207
2017-02-19,1047.87,12.76,0.005878,0.002014,3.76,0.999898,12.99,1.22,22.55,0.122905,0.006352,30.58,0.13552999999999998,2.01,0.004021,0.00020800000000000001
