date,open,high,low,close,volume,marketcap,google_trends,wiki_page_views,twitter_followers_growth,gold,silver,platinum,palladium,oil,usd_eur,usd_jpy,usd_gbp,usd_cny,SP500,Dow_Jones,Nasdaq,Russell_2000,FTSE_100,Nikkei,SSE,VIX,NVDA,GOOG,hash_rate,avg_block_size,difficulty,num_unique_addr,miners_revenue,est_TXN_vol,cost_per_TXN,total_TXN_fees,usd_trade_vol,BECI
17/6/18,6545.53,6589.11,6499.27,6499.27,3104019968,1.12E+11,5,16903,439,1285.25,17.225,898,995,65.01,1.159600019,0.009146621,1.359200001,0.157810852,2779.659912,25090.48047,7746.379883,1683.910034,7633.899902,22851.75,3021.900879,11.97999954,265.2600098,1152.26001,40770226.16,0.473838946,4.94E+12,343364,13507060.33,397309244.5,85.57476861,107029.6046,172210435.5,71.12432132
16/6/18,6455.45,6592.49,6402.29,6550.16,3194170112,1.10E+11,6,11288,207,1285.25,17.225,898,995,65.01,1.159600019,0.009146621,1.359200001,0.157810852,2779.659912,25090.48047,7746.379883,1683.910034,7633.899902,22851.75,3021.900879,11.97999954,265.2600098,1152.26001,37577377.12,0.801346516,4.94E+12,476262,12305193.3,774046295.1,60.49921533,149235.6661,244527145.9,71.12432132
15/6/18,6674.08,6681.08,6433.87,6456.58,3955389952,1.14E+11,7,12701,409,1285.25,17.225,898,995,65.01,1.159600019,0.009146621,1.359200001,0.157810852,2779.659912,25090.48047,7746.379883,1683.910034,7633.899902,22851.75,3021.900879,11.97999954,265.2600098,1152.26001,37577377.12,0.743882065,4.94E+12,440335,12712413,852588901.3,61.41363292,186230.909,507468883.7,71.12432132
14/6/18,6342.75,6707.14,6334.46,6675.35,5138710016,1.08E+11,8,15097,310,1302.75,17.125,909,1010,66.91,1.172999978,0.009146621,1.359200001,0.157810852,2782.48999,25175.31055,7761.040039,1684.719971,7765.799805,22738.60938,3044.159912,12.11999989,266.9100037,1152.119995,35121339.4,0.913050266,4.94E+12,458586,11320892.25,1003076180,54.40997604,236297.0638,582320290.4,71.12432132
13/6/18,6596.88,6631.66,6285.63,6349.9,5052349952,1.13E+11,9,18622,317,1296.15,16.905,900,1013,66.63,1.176400065,0.009146621,1.359200001,0.157810852,2775.629883,25201.19922,7695.700195,1676.540039,7703.700195,22966.38086,3049.797119,12.93999958,262.3999939,1134.790039,35612546.94,1.04493149,4.94E+12,447809,11844835.52,818780283.3,55.86335425,143160.9851,401258529.2,71.12432132
12/6/18,6905.82,6907.96,6542.08,6582.36,4654380032,1.18E+11,8,19973,541,1298.65,16.855,907,1025,66.38,1.178799868,0.009146621,1.359200001,0.157810852,2786.850098,25320.73047,7703.790039,1682.300049,7703.799805,22878.34961,3079.802002,12.34000015,262.5799866,1139.319946,34384528.08,0.793075614,4.94E+12,446187,12039312.76,957529687.8,57.23403382,169629.9906,378492500.8,71.12432132
11/6/18,6799.29,6910.18,6706.63,6906.92,4745269760,1.16E+11,10,23809,481,1299.6,16.76,906,1019,66.1,1.17900002,0.009146621,1.359200001,0.157810852,2782,25322.31055,7659.930176,1674.680054,7737.399902,22804.03906,3052.782959,12.35000038,260.6199951,1129.98999,31191679.05,0.759267441,4.94E+12,392108,10758310.23,637339089,60.46132687,113180.4942,736759768.9,71.12432132
10/6/18,7499.55,7499.55,6709.07,6786.02,5804839936,1.28E+11,7,22054,379,1298.25,16.72,901,1015,65.77,1.175400019,0.009146621,1.359200001,0.157810852,2779.030029,25316.5293,7645.509766,1672.48999,7681.100098,22694.5,3067.147949,12.18000031,262.2799988,1120.869995,35121339.4,0.630925119,4.94E+12,370066,13551637.53,506021255.1,79.75721842,141510.1636,91992940.36,71.12432132
9/6/18,7632.52,7683.58,7531.98,7531.98,3845220096,1.30E+11,5,20530,354,1298.25,16.72,901,1015,65.77,1.175400019,0.009146621,1.359200001,0.157810852,2779.030029,25316.5293,7645.509766,1672.48999,7681.100098,22694.5,3067.147949,12.18000031,262.2799988,1120.869995,35612546.94,0.89716309,4.94E+12,477385,13811527.92,820067981.4,69.60737234,136327.745,192350883.7,71.12432132
8/6/18,7685.14,7698.19,7558.4,7624.92,4227579904,1.31E+11,6,25142,3193,1298.25,16.72,901,1015,65.77,1.175400019,0.009146621,1.359200001,0.157810852,2779.030029,25316.5293,7645.509766,1672.48999,7681.100098,22694.5,3067.147949,12.18000031,262.2799988,1120.869995,35121339.4,1.08251349,4.94E+12,433803,13721335.6,800445414.6,66.85066803,158668.0479,226860730.6,70.84210521
7/6/18,7650.82,7741.27,7650.82,7678.24,4485799936,1.31E+11,6,30928,485,1297.25,16.745,905,1027,65.96,1.183600068,0.009146621,1.359200001,0.157810852,2770.370117,25241.41016,7635.069824,1667.77002,7704.399902,22823.25977,3109.499023,12.13000011,262.8999939,1123.859985,36103754.49,0.991682973,4.94E+12,451993,14067189.5,781104515.8,68.87103391,148962.7068,295953157.9,70.69351311
6/6/18,7625.97,7680.43,7502.01,7653.98,4692259840,1.30E+11,6,35908,510,1300.1,16.545,901,1008,64.75,1.176499963,0.009146621,1.359200001,0.157810852,2772.350098,25146.39063,7689.240234,1675.949951,7712.399902,22625.73047,3115.179932,11.64000034,265.1499939,1136.880005,42980660.1,0.848479486,4.42E+12,460259,16659392.19,766868932.8,78.91225694,141106.2294,310610271.7,70.54310955
5/6/18,7500.9,7643.23,7397,7633.76,4961739776,1.28E+11,6,24457,440,1292.05,16.385,897,984,65.51,1.167500019,0.009146621,1.359200001,0.157810852,2748.800049,24799.98047,7637.859863,1664.630005,7686.799805,22539.53906,3114.206055,12.39999962,265.0700073,1139.660034,39180231.3,1.055892372,4.31E+12,449727,17156875.25,773961206.9,82.47209149,155336.3063,294372762.3,70.39398367
4/6/18,7722.53,7753.82,7474.04,7514.47,4993169920,1.32E+11,6,18471,457,1295.45,16.44,906,1009,64.76,1.173699975,0.009146621,1.359200001,0.157810852,2746.870117,24813.68945,7606.459961,1653.369995,7741.299805,22475.93945,3091.190918,12.73999977,264.8500061,1139.290039,34898238.81,0.77128435,4.31E+12,369974,15688517.73,485884807.3,96.70884032,117865.2642,177606670.8,70.24780075
3/6/18,7632.09,7754.89,7613.04,7720.25,4851760128,1.30E+11,6,15388,277,1294.6,16.42,903,991,65.81,1.166900158,0.009146621,1.359200001,0.157810852,2734.620117,24635.21094,7554.330078,1647.97998,7701.799805,22171.34961,3075.136963,13.46000004,257.6199951,1119.5,32543142.94,0.622946711,4.31E+12,386673,14525778.67,520519261.6,83.95691374,124450.9096,240176294.7,70.09968569
2/6/18,7536.72,7695.83,7497.26,7643.45,4939299840,1.29E+11,6,9256,417,1294.6,16.42,903,991,65.81,1.166900158,0.009146621,1.359200001,0.157810852,2734.620117,24635.21094,7554.330078,1647.97998,7701.799805,22171.34961,3075.136963,13.46000004,257.6199951,1119.5,35540537.68,0.721915084,4.31E+12,551182,15635429.33,867167014.2,76.83900792,153526.8528,302871386.7,69.9490533
1/6/18,7500.7,7604.73,7407.34,7541.45,4921460224,1.28E+11,6,10908,459,1294.6,16.42,903,991,65.81,1.166900158,0.009146621,1.359200001,0.157810852,2734.620117,24635.21094,7554.330078,1647.97998,7701.799805,22171.34961,3075.136963,13.46000004,257.6199951,1119.5,36396936.18,0.706883535,4.31E+12,454485,15919297.25,827851052.9,76.75189633,162220.5809,255228873.5,69.66027488
31/5/18,7406.15,7608.9,7361.13,7494.17,5127130112,1.26E+11,6,18963,523,1305.35,16.55,907,986,66.98,1.16990006,0.009146621,1.359200001,0.157810852,2705.27002,24415.83984,7442.120117,1633.609985,7678.200195,22201.82031,3095.474121,15.43000031,252.1900024,1084.98999,37253334.68,0.62599008,4.31E+12,443064,16063234.13,902500527,79.5317599,167368.8401,339813351.4,69.39575322
30/5/18,7469.73,7573.77,7313.6,7406.52,4922540032,1.27E+11,7,12909,617,1300.7,16.37,906,979,68.24,1.16320014,0.009146621,1.359200001,0.157810852,2724.01001,24667.7793,7462.450195,1647.98999,7689.600098,22018.51953,3041.443115,14.93999958,252.9900055,1067.800049,29759847.82,0.832153324,4.31E+12,442313,12968995.59,923597749.2,64.34158989,213627.3115,457810459.5,69.10860594
29/5/18,7129.46,7526.42,7090.68,7472.59,5662660096,1.22E+11,7,13007,508,1295.5,16.475,904,982,66.8,1.155799985,0.009146621,1.359200001,0.157810852,2689.860107,24361.44922,7396.589844,1623.650024,7632.600098,22358.42969,3120.460938,17.02000046,248.5899963,1060.319946,33399541.44,0.710101115,4.31E+12,407910,13947339.5,1013613735,74.64298258,207669.9662,359150380.5,69.10860594
28/5/18,7371.31,7419.05,7100.89,7135.99,5040600064,1.26E+11,7,12882,473,1303.5,16.67,908,978,67.92,1.167500019,0.009146621,1.359200001,0.157810852,2721.330078,24753.08984,7433.850098,1626.930054,7730.299805,22481.08984,3135.082031,13.22000027,249.2799988,1075.660034,35112338.44,0.448727189,4.31E+12,337617,15091754.92,405677290.3,105.5763967,143341.4309,212506321.2,68.80789371
27/5/18,7362.08,7381.74,7270.96,7368.22,4056519936,1.26E+11,6,22272,448,1303.5,16.67,908,978,67.92,1.167500019,0.009146621,1.359200001,0.157810852,2721.330078,24753.08984,7433.850098,1626.930054,7730.299805,22450.78906,3141.302979,13.22000027,249.2799988,1075.660034,34684139.19,0.488469383,4.31E+12,356715,14869389.38,424995809.6,94.68714037,165318.834,206933926.4,69.0981038
26/5/18,7486.48,7595.16,7349.12,7355.88,4051539968,1.28E+11,6,10783,372,1303.5,16.67,908,978,67.92,1.167500019,0.009146621,1.359200001,0.157810852,2721.330078,24753.08984,7433.850098,1626.930054,7730.299805,22450.78906,3141.302979,13.22000027,249.2799988,1075.660034,37681533.93,0.62506196,4.31E+12,464173,16379524.33,788621726.1,84.64473147,226163.732,431191188,68.95548145
25/5/18,7592.3,7659.14,7392.65,7480.14,4867829760,1.29E+11,7,12635,87,1303.5,16.67,908,978,67.92,1.167500019,0.009146621,1.359200001,0.157810852,2721.330078,24753.08984,7433.850098,1626.930054,7730.299805,22450.78906,3141.302979,13.22000027,249.2799988,1075.660034,30616246.32,0.726173154,4.22E+12,447545,13524570.58,1000588876,66.47983698,225121.7004,621630127.5,68.81109172
24/5/18,7561.12,7738.6,7331.14,7587.34,6049220096,1.29E+11,8,13769,258,1304.85,16.51,909,968,70.77,1.172799826,0.009146621,1.359200001,0.157810852,2727.76001,24811.75977,7424.430176,1628.219971,7716.700195,22437.00977,3154.650879,12.52999973,247.6900024,1079.23999,33370917.24,0.748044364,4.14E+12,481668,15300373.5,1036342565,69.5946312,232869.8062,699344596.5,68.53050013
23/5/18,8037.08,8054.66,7507.88,7557.82,6491120128,1.37E+11,9,15441,419,1289,16.53,903,972,71.85,1.170799851,0.009146621,1.359200001,0.157810852,2733.290039,24886.81055,7425.959961,1627.609985,7788.399902,22689.74023,3168.964111,12.57999992,247.5399933,1079.689941,31104990.76,0.697712556,4.14E+12,441615,15129407.25,877226131.5,75.45116512,212606.3117,305894176.5,68.38694028
22/5/18,8419.87,8423.25,8004.58,8041.78,5137010176,1.44E+11,7,14316,129,1293.05,16.58,906,1001,72.09,1.179399848,0.009146621,1.359200001,0.157810852,2724.439941,24834.41016,7378.459961,1625.23999,7877.5,22960.33984,3214.350098,13.22000027,242.5500031,1069.72998,32340950.66,0.755369968,4.14E+12,445195,16465039.57,790740779.4,82.50322473,262376.9647,289720578.8,68.23667769
21/5/18,8522.33,8557.52,8365.12,8418.99,5154990080,1.45E+11,7,20752,397,1288.35,16.34,885,978,72.26,1.175899982,0.009146621,1.359200001,0.157810852,2733.01001,25013.28906,7394.040039,1637.439941,7859.200195,23002.36914,3213.840088,13.07999992,244.0890503,1079.579956,29663037.55,0.555049556,4.14E+12,369970,15313332,515334603,97.85472937,212592.9262,262757456.6,68.07572879
20/5/18,8246.99,8562.41,8205.24,8513.25,5191059968,1.41E+11,6,15239,-372,1288.3,16.39,884,981,71.23,1.17809999,0.009146621,1.359200001,0.157810852,2712.969971,24715.08984,7354.339844,1626.630005,7778.799805,22930.35938,3193.302979,13.42000008,245.7879944,1066.359985,31722970.71,0.580258701,4.14E+12,378135,15829830.04,569531075.2,92.84853974,258407.8339,218570551.1,67.90955984
19/5/18,8255.73,8372.06,8183.35,8247.18,4712399872,1.41E+11,6,14822,266,1288.3,16.39,884,981,71.23,1.17809999,0.009146621,1.359200001,0.157810852,2712.969971,24715.08984,7354.339844,1626.630005,7778.799805,22930.35938,3193.302979,13.42000008,245.7879944,1066.359985,30487010.81,0.839280155,4.14E+12,499647,15433623.02,1787078403,74.81020356,577957.0632,412136776.7,67.74355001
18/5/18,8091.83,8274.12,7974.82,8250.97,5764190208,1.38E+11,7,18814,68,1288.3,16.39,884,981,71.23,1.17809999,0.009146621,1.359200001,0.157810852,2712.969971,24715.08984,7354.339844,1626.630005,7778.799805,22930.35938,3193.302979,13.42000008,245.7879944,1066.359985,27191117.75,0.860254947,4.14E+12,420624,13537217.62,1921347087,71.68919885,438194.6518,424479322,67.58386406
17/5/18,8370.05,8445.54,8054.12,8094.32,5862530048,1.43E+11,7,14659,243,1289.5,16.385,890,991,71.47,1.18050015,0.009146621,1.359200001,0.157810852,2720.129883,24713.98047,7382.470215,1625.290039,7788,22838.36914,3154.282959,13.43000031,247.5569153,1078.589966,36872803.62,0.60659714,4.14E+12,455066,18670664.41,1353735436,90.81812964,269896.0515,600159885.9,67.29751406
16/5/18,8504.41,8508.43,8175.49,8368.83,6760220160,1.45E+11,7,13854,597,1291.25,16.255,894,987,71.43,1.17839992,0.009146621,1.359200001,0.157810852,2722.459961,24768.92969,7398.299805,1616.369995,7734.200195,22717.23047,3169.564941,13.42000008,245.8579559,1081.77002,30075024.18,0.791380507,4.14E+12,477898,15533410.85,1081411504,73.82211345,322028.854,454469063.7,67.13791298
15/5/18,8705.19,8836.19,8456.45,8510.38,6705710080,1.48E+11,7,14494,203,1295,16.41,901,970,71.34,1.188300014,0.009146621,1.359200001,0.157810852,2711.449951,24706.41016,7351.629883,1600.339966,7723,22818.01953,3192.11792,14.63000011,245.4082336,1079.22998,27191117.75,0.872704273,4.14E+12,469797,14284515.29,1865447207,69.5332531,305051.3245,706860457.9,66.97578817
14/5/18,8713.1,8881.12,8367.97,8716.79,7364149760,1.48E+11,8,14094,550,1319.85,16.645,921,1005,71.01,1.198800087,0.009146621,1.359200001,0.157810852,2730.129883,24899.41016,7411.319824,1600.339966,7711,22865.85938,3174.031982,12.93000031,255.202179,1100.199951,30487010.81,0.576345047,4.14E+12,364084,16146155.58,635299096.6,102.9626222,203691.0509,406595675.3,66.80724637
13/5/18,8515.49,8773.55,8395.12,8723.94,5866379776,1.45E+11,7,12482,737,1324.35,16.76,926,1004,70.69,1.193400025,0.009139932,1.357499838,0.157634228,2727.719971,24831.16992,7402.879883,1606.790039,7724.600098,22758.48047,3163.262939,12.64999962,254.3726959,1098.26001,33988897.19,0.644236685,4.14E+12,434890,17498965,918875391.7,97.44263544,240856.5522,614413743.7,66.6376244
12/5/18,8441.44,8664.86,8223.5,8504.89,6821380096,1.44E+11,7,12808,473,1324.35,16.76,926,1004,70.69,1.193400025,0.009139932,1.357499838,0.157634228,2727.719971,24831.16992,7402.879883,1606.790039,7724.600098,22758.48047,3163.262939,12.64999962,254.3726959,1098.26001,26161151.17,1.075571205,4.14E+12,510498,13452669.74,1272408040,64.46466067,326997.7209,463167940.3,66.46633221
11/5/18,9052.96,9052.96,8394.46,8441.49,8488520192,1.54E+11,9,14754,525,1324.35,16.76,926,1004,70.69,1.193400025,0.009139932,1.357499838,0.157634228,2727.719971,24831.16992,7402.879883,1606.790039,7724.600098,22758.48047,3163.262939,12.64999962,254.3726959,1098.26001,30790397.65,0.733376695,4.02E+12,465045,17520355.42,1324180127,85.00855292,243116.8106,429069482.6,66.17383574
10/5/18,9325.96,9396.04,9040.52,9043.94,6906699776,1.59E+11,7,16700,755,1318.8,16.6,923,991,71.36,1.187800169,0.009098353,1.356599927,0.15708451,2723.070068,24739.5293,7404.970215,1603.709961,7701,22497.17969,3174.413086,13.22999954,259.9692383,1097.569946,31990023.54,0.732925588,4.02E+12,459142,18644083.33,1210273479,91.62926172,284597.923,488309747.7,66.00318806
9/5/18,9223.73,9374.76,9031.62,9325.18,7226890240,1.57E+11,7,16114,839,1313.85,16.44,913,976,71.16,1.187900066,0.00913242,1.356449962,0.15673244,2697.790039,24542.53906,7339.910156,1596.050049,7662.5,22408.88086,3159.149902,13.42000008,255.6219177,1082.76001,27791332.95,0.915397129,4.02E+12,480689,16034706.98,1301704097,75.07090642,316487.1472,517076475.3,65.81848539
8/5/18,9380.87,9462.75,9127.77,9234.82,7415869952,1.60E+11,8,18612,802,1306.6,16.445,911,971,68.83,1.187000036,0.009181893,1.351449966,0.157045037,2671.919922,24360.21094,7266.899902,1586.390015,7565.799805,22508.68945,3161.498047,14.71000004,250.2452393,1053.910034,29990647.07,0.867701387,4.02E+12,450523,17532514.44,1292283432,87.08875006,335511.6039,280712076.1,65.63444961
7/5/18,9645.67,9665.85,9231.53,9373.01,7394019840,1.64E+11,8,16273,645,1309.4,16.415,901,963,70.74,1.19020009,0.009179365,1.353149891,0.157121539,2672.629883,24357.32031,7265.209961,1578.949951,7567.100098,22467.16016,3136.64502,14.75,248.5262909,1054.790039,27391457.65,0.758401058,4.02E+12,386314,16501238.51,988115175.6,97.76874783,301249.5221,469126978.4,65.44964701
6/5/18,9845.31,9940.14,9465.25,9654.8,7222280192,1.68E+11,7,13003,101,1309.4,16.415,901,963,69.71,1.19690001,0.00910498,1.356850028,0.157381177,2663.419922,24262.50977,7209.620117,1565.599976,7567.100098,22472.7793,3091.032959,14.77000046,238.9122467,1048.209961,32189961.18,0.72648936,4.02E+12,450117,19738957.97,1023518305,98.88659051,315453.8897,537691046.7,65.26042551
5/5/18,9700.28,9964.5,9695.12,9858.15,7651939840,1.65E+11,8,12000,-113,1309.4,16.415,901,963,69.71,1.19690001,0.00910498,1.356850028,0.157381177,2663.419922,24262.50977,7209.620117,1565.599976,7567.100098,22472.7793,3091.032959,14.77000046,238.9122467,1048.209961,27591395.3,0.973819029,4.02E+12,513487,16751009.25,1411310862,78.21007804,382394.3357,574880148.6,64.93872257
4/5/18,9695.5,9779.2,9585.96,9700.76,8217829888,1.65E+11,8,13967,463,1309.4,16.415,901,963,69.71,1.19690001,0.00910498,1.356850028,0.157381177,2663.419922,24262.50977,7209.620117,1565.599976,7567.100098,22472.7793,3091.032959,14.77000046,238.9122467,1048.209961,30190584.71,0.867924702,4.02E+12,501839,18194118.98,1327368113,81.27879903,379793.4539,680877288.7,64.73979869
3/5/18,9233.97,9798.33,9188.15,9743.86,10207299584,1.57E+11,8,12766,529,1315.05,16.465,902,971,68.45,1.199200153,0.00910498,1.358500004,0.157329172,2629.72998,23930.15039,7088.149902,1546.560059,7502.700195,22472.7793,3100.858887,15.89999962,232.8460083,1023.719971,27991270.6,0.877978136,4.02E+12,468950,16155938.35,1367783031,77.70324273,358592.1188,388274885.1,64.54465865
2/5/18,9104.6,9256.52,9015.14,9235.92,7558159872,1.55E+11,7,13918,392,1304.2,16.35,897,968,67.91,1.200700045,0.00910498,1.365350127,0.157210454,2635.669922,23924.98047,7100.899902,1554.910034,7543.200195,22472.7793,3081.177002,15.97000027,226.1701355,1024.380005,31590148.24,0.673271551,4.02E+12,490968,17923394.92,855147576,91.0766818,288207.2989,527697023.9,64.35515692
1/5/18,9251.47,9255.88,8891.05,9119.01,7713019904,1.57E+11,8,13367,382,1307.1,16.25,899,952,67.28,1.207899928,0.00914913,1.369449973,0.157711297,2654.800049,24099.05078,7130.700195,1550.329956,7520.399902,22508.0293,3082.231934,15.48999977,226.9996185,1037.310059,30990335.3,0.748396935,4.02E+12,480942,17940416.88,1035300588,84.98291576,340003.1848,418094847.7,64.17224948
30/4/18,9426.11,9477.14,9166.81,9240.55,8673920000,1.60E+11,8,13297,365,1313.2,16.38,905,963,68.56,1.207899928,0.009148294,1.372499824,0.157711297,2648.050049,24163.15039,7066.27002,1541.880005,7509.299805,22467.86914,3082.231934,15.93000031,224.7610016,1017.330017,31590148.24,0.623489734,4.02E+12,415426,18435206.29,1007425923,103.7668795,325637.9923,462929664.4,63.99234199
29/4/18,9346.41,9531.49,9193.71,9419.08,8853000192,1.59E+11,7,11142,174,1321.5,16.53,911,983,68.11,1.207000017,0.009148294,1.376850128,0.157711297,2669.909912,24311.18945,7119.799805,1556.23999,7502.200195,22467.86914,3082.231934,15.40999985,226.1901245,1030.050049,25592018.83,0.844274703,4.02E+12,429928,14931203.51,1666871609,75.18169588,391205.6662,715447010.9,63.80469827
28/4/18,8939.27,9412.09,8931.99,9348.48,7805479936,1.52E+11,7,10957,547,1321.5,16.53,911,983,68.11,1.207000017,0.009148294,1.376850128,0.157711297,2669.909912,24311.18945,7119.799805,1556.23999,7502.200195,22467.86914,3082.231934,15.40999985,226.1901245,1030.050049,28391145.89,0.955995035,3.94E+12,502991,16065400.56,1241919188,78.1292383,501248.6605,585397247.9,63.48721024
27/4/18,9290.63,9375.47,8987.05,8987.05,7566289920,1.58E+11,8,13783,470,1321.5,16.53,911,983,68.11,1.207000017,0.009148294,1.376850128,0.157711297,2669.909912,24311.18945,7119.799805,1556.23999,7502.200195,22467.86914,3082.231934,15.40999985,226.1901245,1030.050049,26910340.43,0.884706511,3.84E+12,482588,16429027.84,1420907959,78.17805679,625759.5427,844331716.1,63.29558608
26/4/18,8867.32,9281.51,8727.09,9281.51,8970559488,1.51E+11,8,19884,658,1320.7,16.575,912,975,68.18,1.216799855,0.009143275,1.396550059,0.157848224,2666.939941,24322.33984,7118.680176,1557.890015,7421.399902,22319.60938,3075.030029,16.23999977,225.0808105,1040.040039,23474977.82,1.043031374,3.84E+12,476859,14253380.31,1640070695,68.75640291,825179.5627,1422424551,63.10323636
